hour,fluid,used_coolprop,T_evap_sat_K,T_cond_sat_K,P_evap_kPa,P_cond_kPa,h1,h2s,h2,h3
2787,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2788,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2789,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2790,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2791,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2792,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2793,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2794,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2795,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2796,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2797,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2798,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2799,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2800,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2801,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2802,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2803,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2804,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2805,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2806,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2807,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2808,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2809,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2810,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2811,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2812,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2813,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2814,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2815,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2816,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2817,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2818,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2819,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2820,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2821,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2822,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2823,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2824,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2825,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2826,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2827,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2828,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2829,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2830,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2831,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2832,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2833,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2834,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2835,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2836,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2837,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2838,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2839,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2840,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2841,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2842,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2843,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2844,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2845,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2846,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2847,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2848,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2849,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2850,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2851,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2852,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2853,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2854,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2855,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2856,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2857,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2858,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2859,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2860,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2861,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2862,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2863,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2864,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2865,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2866,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2867,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2868,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2869,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2870,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2871,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2872,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2873,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2874,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2875,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2876,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2877,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2878,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2879,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2880,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2881,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2882,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2883,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2884,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2885,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2886,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2887,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2888,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2889,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2890,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2891,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2892,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2893,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2894,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2895,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2896,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2897,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2898,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2899,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2900,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2901,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2902,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2903,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2904,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2905,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2906,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2907,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2908,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2909,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2910,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2911,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2912,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2913,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2914,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2915,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2916,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2917,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2918,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2919,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2920,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2921,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2922,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2923,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2924,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2925,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2926,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2927,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2928,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2929,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2930,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2931,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2932,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2933,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2934,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2935,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2936,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2937,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2938,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2939,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2940,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2941,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2942,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2943,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2944,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2945,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2946,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2947,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2948,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2949,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2950,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2951,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2952,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2953,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2954,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2955,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2956,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2957,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2958,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2959,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2960,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2961,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2962,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2963,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2964,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2965,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2966,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2967,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2968,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2969,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2970,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2971,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2972,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2973,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2974,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2975,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2976,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2977,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2978,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2979,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2980,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2981,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2982,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2983,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2984,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2985,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2986,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2987,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2988,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2989,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2990,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2991,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2992,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2993,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2994,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2995,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2996,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2997,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2998,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
2999,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3000,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3001,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3002,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3003,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3004,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3005,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3006,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3007,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3008,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3009,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3010,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3011,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3012,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3013,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3014,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3015,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3016,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3017,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3018,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3019,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3020,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3021,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3022,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3023,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3024,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3025,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3026,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3027,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3028,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3029,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3030,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3031,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3032,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3033,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3034,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3035,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3036,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3037,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3038,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3039,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3040,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3041,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3042,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3043,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3044,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3045,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3046,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3047,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3048,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3049,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3050,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3051,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3052,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3053,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3054,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3055,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3056,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3057,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3058,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3059,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3060,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3061,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3062,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3063,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3064,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3065,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3066,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3067,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3068,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3069,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3070,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
