hour,fluid,used_coolprop,T_evap_sat_K,T_cond_sat_K,P_evap_kPa,P_cond_kPa,h1,h2s,h2,h3
6421,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6422,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6423,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6424,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6425,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6426,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6427,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6428,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6429,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6430,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6431,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6432,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6433,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6434,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6435,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6436,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6437,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6438,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6439,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6440,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6441,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6442,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6443,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6444,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6445,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6446,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6447,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6448,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6449,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6450,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6451,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6452,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6453,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6454,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6455,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6456,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6457,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6458,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6459,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6460,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6461,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6462,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6463,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6464,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6465,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6466,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6467,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6468,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6469,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6470,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6471,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6472,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6473,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6474,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6475,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6476,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6477,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6478,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6479,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6480,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6481,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6482,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6483,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6484,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6485,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6486,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6487,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6488,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6489,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6490,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6491,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6492,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6493,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6494,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6495,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6496,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6497,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6498,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6499,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6500,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6501,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6502,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6503,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6504,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6505,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6506,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6507,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6508,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6509,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6510,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6511,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6512,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6513,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6514,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6515,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6516,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6517,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6518,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6519,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6520,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6521,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6522,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6523,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6524,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6525,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6526,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6527,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6528,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6529,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6530,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6531,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6532,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6533,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6534,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6535,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6536,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6537,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6538,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6539,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6540,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6541,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6542,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6543,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6544,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6545,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6546,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6547,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6548,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6549,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6550,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6551,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6552,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6553,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6554,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6555,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6556,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6557,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6558,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6559,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6560,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6561,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6562,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6563,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6564,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6565,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6566,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6567,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6568,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6569,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6570,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6571,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6572,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6573,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6574,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6575,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6576,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6577,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6578,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6579,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6580,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6581,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6582,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6583,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6584,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6585,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6586,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6587,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6588,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6589,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6590,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6591,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6592,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6593,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6594,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6595,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6596,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6597,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6598,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6599,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6600,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6601,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6602,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6603,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6604,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6605,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6606,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6607,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6608,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6609,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6610,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6611,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6612,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6613,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6614,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6615,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6616,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6617,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6618,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6619,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6620,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6621,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6622,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6623,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6624,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6625,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6626,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6627,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6628,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6629,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6630,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6631,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6632,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6633,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6634,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6635,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6636,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6637,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6638,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6639,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6640,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6641,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6642,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6643,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6644,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6645,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6646,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6647,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6648,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6649,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6650,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6651,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6652,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6653,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6654,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6655,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6656,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6657,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6658,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6659,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6660,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6661,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6662,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6663,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6664,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6665,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6666,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6667,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6668,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6669,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6670,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6671,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6672,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6673,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6674,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6675,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6676,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6677,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6678,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6679,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6680,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6681,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6682,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6683,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6684,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
6685,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
