step,T_source_out_C,T_return_C,COP,Q_out_kW,P_el_kW,Q_geo_kW,model,T_tank_C,HP_on,Q_space_req_kW,Q_dhw_req_kW,Q_space_served_kW,Q_dhw_served_kW,Q_unmet_kW,flow_kgps,dP_kPa,P_pump_kW
1971,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,103.4800,0.3000,0.0000,0.0000,103.7800,9.5349,836.8453,11.4332
1972,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,102.2400,0.3000,0.0000,0.0000,102.5400,9.4688,826.4217,11.2125
1973,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,100.2800,0.3000,0.0000,0.0000,100.5800,9.3643,810.0663,10.8693
1974,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,97.7600,3.3000,0.0000,0.0000,101.0600,9.3899,814.0581,10.9527
1975,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,94.8400,3.3000,0.0000,0.0000,98.1400,9.2341,789.9122,10.4516
1976,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,91.6800,0.3000,0.0000,0.0000,91.9800,8.9056,740.0545,9.4435
1977,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,88.5200,0.3000,0.0000,0.0000,88.8200,8.7371,715.0492,8.9518
1978,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,85.6000,0.3000,0.0000,0.0000,85.9000,8.5813,692.2885,8.5123
1979,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,83.0400,0.3000,0.0000,0.0000,83.3400,8.4448,672.6077,8.1388
1980,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,81.1200,0.3000,0.0000,0.0000,81.4200,8.3424,658.0154,7.8656
1981,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,79.8400,0.3000,0.0000,0.0000,80.1400,8.2741,648.3675,7.6869
1982,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,79.4000,0.3000,0.0000,0.0000,79.7000,8.2507,645.0659,7.6261
1983,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,79.7600,0.3000,0.0000,0.0000,80.0600,8.2699,647.7667,7.6758
1984,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,80.9200,0.3000,0.0000,0.0000,81.2200,8.3317,656.5037,7.8375
1985,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,82.8000,0.3000,0.0000,0.0000,83.1000,8.4320,670.7758,8.1043
1986,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,85.2400,0.3000,0.0000,0.0000,85.5400,8.5621,689.5054,8.4591
1987,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,88.0800,3.3000,0.0000,0.0000,91.3800,8.8736,735.2768,9.3488
1988,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,91.1200,3.3000,0.0000,0.0000,94.4200,9.0357,759.6277,9.8349
1989,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,94.2000,0.3000,0.0000,0.0000,94.5000,9.0400,760.2733,9.8479
1990,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,97.0400,0.3000,0.0000,0.0000,97.3400,9.1915,783.3543,10.3169
1991,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,99.4800,0.3000,0.0000,0.0000,99.7800,9.3216,803.4331,10.7312
1992,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,101.3600,0.3000,0.0000,0.0000,101.6600,9.4219,819.0602,11.0576
1993,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,102.5200,0.3000,0.0000,0.0000,102.8200,9.4837,828.7703,11.2621
1994,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,102.8800,0.3000,0.0000,0.0000,103.1800,9.5029,831.7943,11.3261
1995,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,102.4000,0.3000,0.0000,0.0000,102.7000,9.4773,827.7634,11.2409
1996,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,101.1600,0.3000,0.0000,0.0000,101.4600,9.4112,817.3913,11.0225
1997,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,99.2000,0.3000,0.0000,0.0000,99.5000,9.3067,801.1173,10.6831
1998,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,96.6800,3.3000,0.0000,0.0000,99.9800,9.3323,805.0891,10.7656
1999,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,93.7600,3.3000,0.0000,0.0000,97.0600,9.1765,781.0648,10.2700
2000,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,90.6000,0.3000,0.0000,0.0000,90.9000,8.8480,731.4647,9.2735
2001,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,87.4400,0.3000,0.0000,0.0000,87.7400,8.6795,706.5921,8.7876
2002,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,84.5200,0.3000,0.0000,0.0000,84.8200,8.5237,683.9544,8.3534
2003,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,81.9600,0.3000,0.0000,0.0000,82.2600,8.3872,664.3818,7.9844
2004,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,80.0400,0.3000,0.0000,0.0000,80.3400,8.2848,649.8708,7.7146
2005,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,78.7600,0.3000,0.0000,0.0000,79.0600,8.2165,640.2772,7.5381
2006,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,78.3200,0.3000,0.0000,0.0000,78.6200,8.1931,636.9943,7.4781
2007,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,78.6800,0.3000,0.0000,0.0000,78.9800,8.2123,639.6797,7.5272
2008,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,79.8400,0.3000,0.0000,0.0000,80.1400,8.2741,648.3675,7.6869
2009,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,81.7200,0.3000,0.0000,0.0000,82.0200,8.3744,662.5600,7.9503
2010,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,84.1600,0.3000,0.0000,0.0000,84.4600,8.5045,681.1865,8.3009
2011,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,87.0000,3.3000,0.0000,0.0000,90.3000,8.8160,726.7122,9.1800
2012,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,90.0400,3.3000,0.0000,0.0000,93.3400,8.9781,750.9357,9.6604
2013,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,93.1200,0.3000,0.0000,0.0000,93.4200,8.9824,751.5780,9.6733
2014,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,95.9600,0.3000,0.0000,0.0000,96.2600,9.1339,774.5403,10.1369
2015,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,98.4000,0.3000,0.0000,0.0000,98.7000,9.2640,794.5174,10.5465
2016,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,100.2800,0.3000,0.0000,0.0000,100.5800,9.3643,810.0663,10.8693
2017,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,101.4000,0.3000,0.0000,0.0000,101.7000,9.4240,819.3942,11.0646
2018,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,101.7600,0.3000,0.0000,0.0000,102.0600,9.4432,822.4027,11.1278
2019,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,101.3200,0.3000,0.0000,0.0000,101.6200,9.4197,818.7263,11.0506
2020,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,100.0800,0.3000,0.0000,0.0000,100.3800,9.3536,808.4057,10.8347
2021,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,98.1200,0.3000,0.0000,0.0000,98.4200,9.2491,792.2133,10.4990
2022,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,95.6000,3.3000,0.0000,0.0000,98.9000,9.2747,796.1651,10.5806
2023,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,92.6400,3.3000,0.0000,0.0000,95.9400,9.1168,771.9374,10.0840
2024,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,89.5200,0.3000,0.0000,0.0000,89.8200,8.7904,722.9203,9.1055
2025,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,86.3600,0.3000,0.0000,0.0000,86.6600,8.6219,698.1805,8.6253
2026,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,83.4000,0.3000,0.0000,0.0000,83.7000,8.4640,675.3598,8.1906
2027,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,80.8800,0.3000,0.0000,0.0000,81.1800,8.3296,656.2015,7.8319
2028,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,78.9200,0.3000,0.0000,0.0000,79.2200,8.2251,641.4729,7.5600
2029,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,77.6800,0.3000,0.0000,0.0000,77.9800,8.1589,632.2327,7.3912
2030,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,77.2400,0.3000,0.0000,0.0000,77.5400,8.1355,628.9685,7.3319
2031,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,77.6000,0.3000,0.0000,0.0000,77.9000,8.1547,631.6386,7.3804
2032,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,78.7600,0.3000,0.0000,0.0000,79.0600,8.2165,640.2772,7.5381
2033,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,80.6000,0.3000,0.0000,0.0000,80.9000,8.3147,654.0882,7.7927
2034,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,83.0400,0.3000,0.0000,0.0000,83.3400,8.4448,672.6077,8.1388
2035,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,85.8800,3.3000,0.0000,0.0000,89.1800,8.7563,717.8783,9.0069
2036,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,88.9600,3.3000,0.0000,0.0000,92.2600,8.9205,742.2889,9.4879
2037,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,92.0000,0.3000,0.0000,0.0000,92.3000,8.9227,742.6083,9.4943
2038,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,94.8800,0.3000,0.0000,0.0000,95.1800,9.0763,765.7714,9.9589
2039,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,97.3200,0.3000,0.0000,0.0000,97.6200,9.2064,785.6467,10.3639
2040,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,99.1600,0.3000,0.0000,0.0000,99.4600,9.3045,800.7868,10.6762
2041,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,100.3200,0.3000,0.0000,0.0000,100.6200,9.3664,810.3986,10.8762
2042,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,100.6800,0.3000,0.0000,0.0000,100.9800,9.3856,813.3922,10.9388
2043,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,100.2400,0.3000,0.0000,0.0000,100.5400,9.3621,809.7341,10.8624
2044,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,99.0000,0.3000,0.0000,0.0000,99.3000,9.2960,799.4650,10.6488
2045,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,97.0400,0.3000,0.0000,0.0000,97.3400,9.1915,783.3543,10.3169
2046,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,94.5200,3.3000,0.0000,0.0000,97.8200,9.2171,787.2861,10.3976
2047,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,91.5600,3.3000,0.0000,0.0000,94.8600,9.0592,763.1818,9.9066
2048,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,88.4000,0.3000,0.0000,0.0000,88.7000,8.7307,714.1072,8.9334
2049,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,85.2400,0.3000,0.0000,0.0000,85.5400,8.5621,689.5054,8.4591
2050,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,82.3200,0.3000,0.0000,0.0000,82.6200,8.4064,667.1187,8.0356
2051,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,79.8000,0.3000,0.0000,0.0000,80.1000,8.2720,648.0671,7.6813
2052,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,77.8400,0.3000,0.0000,0.0000,78.1400,8.1675,633.4216,7.4129
2053,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,76.6000,0.3000,0.0000,0.0000,76.9000,8.1013,624.2341,7.2462
2054,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,76.1200,0.3000,0.0000,0.0000,76.4200,8.0757,620.6939,7.1823
2055,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,76.4800,0.3000,0.0000,0.0000,76.7800,8.0949,623.3482,7.2302
2056,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,77.6400,0.3000,0.0000,0.0000,77.9400,8.1568,631.9356,7.3858
2057,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,79.5200,0.3000,0.0000,0.0000,79.8200,8.2571,645.9656,7.6426
2058,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,81.9600,0.3000,0.0000,0.0000,82.2600,8.3872,664.3818,7.9844
2059,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,84.8000,3.3000,0.0000,0.0000,88.1000,8.6987,709.4061,8.8421
2060,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,87.8400,3.3000,0.0000,0.0000,91.1400,8.8608,733.3697,9.3111
2061,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,90.9200,0.3000,0.0000,0.0000,91.2200,8.8651,734.0051,9.3237
2062,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,93.7600,0.3000,0.0000,0.0000,94.0600,9.0165,756.7253,9.7765
2063,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,96.2000,0.3000,0.0000,0.0000,96.5000,9.1467,776.4950,10.1767
2064,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,98.0800,0.3000,0.0000,0.0000,98.3800,9.2469,791.8844,10.4922
2065,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,99.2400,0.3000,0.0000,0.0000,99.5400,9.3088,801.4480,10.6900
2066,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,99.6000,0.3000,0.0000,0.0000,99.9000,9.3280,804.4265,10.7518
2067,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,99.1200,0.3000,0.0000,0.0000,99.4200,9.3024,800.4562,10.6694
2068,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,97.8800,0.3000,0.0000,0.0000,98.1800,9.2363,790.2407,10.4583
2069,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,95.9200,0.3000,0.0000,0.0000,96.2200,9.1317,774.2147,10.1303
2070,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,93.4000,3.3000,0.0000,0.0000,96.7000,9.1573,778.1257,10.2100
2071,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,90.4400,3.3000,0.0000,0.0000,93.7400,8.9995,754.1497,9.7248
2072,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,87.3200,0.3000,0.0000,0.0000,87.6200,8.6731,705.6552,8.7694
2073,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,84.1600,0.3000,0.0000,0.0000,84.4600,8.5045,681.1865,8.3009
2074,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,81.2000,0.3000,0.0000,0.0000,81.5000,8.3467,658.6205,7.8769
2075,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,78.6800,0.3000,0.0000,0.0000,78.9800,8.2123,639.6797,7.5272
2076,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,76.7200,0.3000,0.0000,0.0000,77.0200,8.1077,625.1206,7.2622
2077,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,75.4800,0.3000,0.0000,0.0000,75.7800,8.0416,615.9878,7.0978
2078,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,75.0400,0.3000,0.0000,0.0000,75.3400,8.0181,612.7617,7.0400
2079,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,75.4000,0.3000,0.0000,0.0000,75.7000,8.0373,615.4007,7.0872
2080,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,76.5600,0.3000,0.0000,0.0000,76.8600,8.0992,623.9387,7.2409
2081,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,78.4000,0.3000,0.0000,0.0000,78.7000,8.1973,637.5906,7.4890
2082,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,80.8400,0.3000,0.0000,0.0000,81.1400,8.3275,655.8995,7.8263
2083,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,83.6800,3.3000,0.0000,0.0000,86.9800,8.6389,700.6681,8.6732
2084,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,86.7600,3.3000,0.0000,0.0000,90.0600,8.8032,724.8151,9.1427
2085,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,89.8000,0.3000,0.0000,0.0000,90.1000,8.8053,725.1311,9.1489
2086,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,92.6800,0.3000,0.0000,0.0000,92.9800,8.9589,748.0484,9.6027
2087,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,95.1200,0.3000,0.0000,0.0000,95.4200,9.0891,767.7161,9.9983
2088,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,96.9600,0.3000,0.0000,0.0000,97.2600,9.1872,782.6998,10.3035
2089,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,98.1200,0.3000,0.0000,0.0000,98.4200,9.2491,792.2133,10.4990
2090,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,98.4800,0.3000,0.0000,0.0000,98.7800,9.2683,795.1763,10.5601
2091,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,98.0400,0.3000,0.0000,0.0000,98.3400,9.2448,791.5555,10.4854
2092,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,96.7600,0.3000,0.0000,0.0000,97.0600,9.1765,781.0648,10.2700
2093,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,94.8400,0.3000,0.0000,0.0000,95.1400,9.0741,765.4474,9.9524
2094,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,92.2800,3.3000,0.0000,0.0000,95.5800,9.0976,769.0138,10.0246
2095,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,89.3600,3.3000,0.0000,0.0000,92.6600,8.9419,745.4861,9.5516
2096,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,86.2000,0.3000,0.0000,0.0000,86.5000,8.6133,696.9382,8.6015
2097,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,83.0400,0.3000,0.0000,0.0000,83.3400,8.4448,672.6077,8.1388
2098,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,80.1200,0.3000,0.0000,0.0000,80.4200,8.2891,650.4725,7.7258
2099,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,77.5600,0.3000,0.0000,0.0000,77.8600,8.1525,631.3417,7.3750
2100,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,75.6400,0.3000,0.0000,0.0000,75.9400,8.0501,617.1628,7.1188
2101,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,74.3600,0.3000,0.0000,0.0000,74.6600,7.9819,607.7910,6.9513
2102,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,73.9200,0.3000,0.0000,0.0000,74.2200,7.9584,604.5844,6.8943
2103,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,74.2800,0.3000,0.0000,0.0000,74.5800,7.9776,607.2074,6.9409
2104,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,75.4400,0.3000,0.0000,0.0000,75.7400,8.0395,615.6942,7.0925
2105,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,77.2800,0.3000,0.0000,0.0000,77.5800,8.1376,629.2649,7.3373
2106,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,79.7200,0.3000,0.0000,0.0000,80.0200,8.2677,647.4664,7.6703
2107,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,82.6000,3.3000,0.0000,0.0000,85.9000,8.5813,692.2885,8.5123
2108,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,85.6400,3.3000,0.0000,0.0000,88.9400,8.7435,715.9916,8.9701
2109,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,88.7200,0.3000,0.0000,0.0000,89.0200,8.7477,716.6203,8.9824
2110,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,91.5600,0.3000,0.0000,0.0000,91.8600,8.8992,739.0979,9.4245
2111,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,94.0000,0.3000,0.0000,0.0000,94.3000,9.0293,758.6597,9.8154
2112,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,95.8400,0.3000,0.0000,0.0000,96.1400,9.1275,773.5637,10.1170
2113,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,97.0000,0.3000,0.0000,0.0000,97.3000,9.1893,783.0270,10.3102
2114,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,97.3600,0.3000,0.0000,0.0000,97.6600,9.2085,785.9745,10.3706
2115,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,96.9200,0.3000,0.0000,0.0000,97.2200,9.1851,782.3727,10.2968
2116,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,95.6800,0.3000,0.0000,0.0000,95.9800,9.1189,772.2625,10.0906
2117,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,93.7200,0.3000,0.0000,0.0000,94.0200,9.0144,756.4032,9.7701
2118,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,91.1600,3.3000,0.0000,0.0000,94.4600,9.0379,759.9505,9.8414
2119,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,88.2400,3.3000,0.0000,0.0000,91.5400,8.8821,736.5495,9.3740
2120,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,85.0800,0.3000,0.0000,0.0000,85.3800,8.5536,688.2701,8.4356
2121,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,81.9200,0.3000,0.0000,0.0000,82.2200,8.3851,664.0780,7.9787
2122,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,79.0000,0.3000,0.0000,0.0000,79.3000,8.2293,642.0711,7.5710
2123,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,76.4400,0.3000,0.0000,0.0000,76.7400,8.0928,623.0530,7.2249
2124,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,74.5200,0.3000,0.0000,0.0000,74.8200,7.9904,608.9590,6.9721
2125,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,73.2400,0.3000,0.0000,0.0000,73.5400,7.9221,599.6438,6.8068
