step,T_source_out_C,T_return_C,COP,Q_out_kW,P_el_kW,Q_geo_kW,model,T_tank_C,HP_on,Q_space_req_kW,Q_dhw_req_kW,Q_space_served_kW,Q_dhw_served_kW,Q_unmet_kW,flow_kgps,dP_kPa,P_pump_kW
124,522595420526521525492151831966989122797568.0000,522595420526521525492151831966989122797568.0000,8.0000,111.1521,13.8940,-4244662702007662925367635513165592544673792.0000,FB,30.0000,1,142.5200,0.3000,110.6521,0.3000,31.8679,11.6171,1194.8901,19.8898
125,-1108748688468854928625122675053801685123072.0000,-1108748688468854928625122675053801685123072.0000,0.0000,0.0000,0.0000,9019383729063579922909209601373033767895040.0000,CP,30.0000,1,140.6000,0.3000,0.0000,0.0000,140.9000,11.5147,1175.9412,19.4019
126,2328442654382120325585731839104280166400000.0000,2328442654382120325585731839104280166400000.0000,8.0000,110.4377,13.8047,-18943883539030431227485355550831747222470656.0000,FB,30.0000,1,138.1200,3.3000,106.9377,3.3000,31.1823,11.5424,1181.0596,19.5333
127,-4911516977406861351693811616646963983810560.0000,-4911516977406861351693811616646963983810560.0000,0.0000,0.0000,0.0000,40059314142344439672282738511772590884782080.0000,CP,30.0000,1,135.2400,3.3000,0.0000,0.0000,138.5400,11.3888,1152.8381,18.8128
128,10293396983103029353770877275019661939834880.0000,10293396983103029353770877275019661939834880.0000,8.0000,105.8655,13.2332,-84204653290983322642400594751586362015612928.0000,FB,30.0000,1,132.1600,0.3000,105.3655,0.3000,26.7945,11.0645,1094.2773,17.3487
129,-20643815068601415014954447618154421974728704.0000,-20643815068601415014954447618154421974728704.0000,0.0000,0.0000,0.0000,168951180765984317618663706121669752804868096.0000,CP,30.0000,1,129.0400,0.3000,0.0000,0.0000,129.3400,10.8981,1064.7642,16.6269
130,39161216107745239385273325010994893416300544.0000,39161216107745239385273325010994893416300544.0000,8.0000,102.8037,12.8505,-320737479600811104741230998091656738430255104.0000,FB,30.0000,1,126.1600,0.3000,102.3037,0.3000,23.8563,10.7445,1037.8461,15.9782
131,-67300921882265696129188641944567372228591616.0000,-67300921882265696129188641944567372228591616.0000,0.0000,0.0000,0.0000,550778866475643596937526809776495011985096704.0000,CP,30.0000,1,123.6800,0.3000,0.0000,0.0000,123.9800,10.6123,1014.9171,15.4328
132,93065847321492119147804318759292453177524224.0000,93065847321492119147804318759292453177524224.0000,8.0000,100.5788,12.5724,-758427138822234160248626259875287962929332224.0000,FB,30.0000,1,121.8000,0.3000,100.0788,0.3000,21.7212,10.5120,997.6901,15.0275
133,-50413815452044840058653776296847974640648192.0000,-50413815452044840058653776296847974640648192.0000,0.0000,0.0000,0.0000,394015450916628874938097650471927100873900032.0000,CP,30.0000,1,120.6000,0.3000,0.0000,0.0000,120.9000,10.4480,986.7640,14.7725
134,-306504021119215551601568580569533050542620672.0000,-306504021119215551601568580569533050542620672.0000,0.0000,0.0000,0.0000,2581558631250030467831588039670412946370985984.0000,CP,30.0000,1,120.2000,0.3000,0.0000,0.0000,120.5000,10.4267,983.1341,14.6881
135,1764971259806326078956075074231159864204197888.0000,1764971259806326078956075074231159864204197888.0000,8.0000,99.9665,12.4958,-14682544137425168017611764816252497070210940928.0000,FB,30.0000,1,120.6000,0.3000,99.4665,0.3000,21.1335,10.4480,986.7640,14.7725
136,-6643626254814917170908088681314627480637669376.0000,-6643626254814917170908088681314627480637669376.0000,0.0000,0.0000,0.0000,55049967168003068130677942096717928146539642880.0000,CP,30.0000,1,121.8400,0.3000,0.0000,0.0000,122.1400,10.5141,998.0553,15.0361
137,21424751000913352526693411582270242612928577536.0000,21424751000913352526693411582270242612928577536.0000,8.0000,101.5586,12.6948,-177091227942554699158067710837931010840319754240.0000,FB,30.0000,1,123.7200,0.3000,101.0586,0.3000,22.6614,10.6144,1015.2851,15.4415
138,-63518091690659194068109760259783939228056944640.0000,-63518091690659194068109760259783939228056944640.0000,0.0000,0.0000,0.0000,523931209583732992140545268294392295947988107264.0000,CP,30.0000,1,126.2400,0.3000,0.0000,0.0000,126.5400,10.7488,1038.5897,15.9960
139,176011649266977066916517364644183086499803168768.0000,176011649266977066916517364644183086499803168768.0000,8.0000,105.8450,13.2306,-1446903446229137889768344282912290124670798135296.0000,FB,30.0000,1,129.1200,3.3000,102.3450,3.3000,26.7750,11.0624,1093.8966,17.3393
140,-475337113276769691629605853275922953580123783168.0000,-475337113276769691629605853275922953580123783168.0000,0.0000,0.0000,0.0000,3903571476911899641336609716540078688523188699136.0000,CP,30.0000,1,132.2400,3.3000,0.0000,0.0000,135.5400,11.2288,1123.7701,18.0808
141,1265217249453624541655024840365173617567161384960.0000,1265217249453624541655024840365173617567161384960.0000,8.0000,107.4984,13.4373,-10389003474127161905373464606724189566514170429440.0000,FB,30.0000,1,135.3600,0.3000,106.9984,0.3000,28.3616,11.2352,1124.9263,18.1097
142,-3255736280708009976304068978274448734515514834944.0000,-3255736280708009976304068978274448734515514834944.0000,0.0000,0.0000,0.0000,26681343461179981115725583689127922384085618524160.0000,CP,30.0000,1,138.2400,0.3000,0.0000,0.0000,138.5400,11.3888,1152.8381,18.8128
143,8223448857990696346125124209773211229356535316480.0000,8223448857990696346125124209773211229356535316480.0000,8.0000,110.2540,13.7817,-67326031897346680749960330278269859038077739073536.0000,FB,30.0000,1,140.7600,0.3000,109.7540,0.3000,31.0060,11.5232,1177.5150,19.4422
144,-20470643972315239997522617635618868738720008241152.0000,-20470643972315239997522617635618868738720008241152.0000,0.0000,0.0000,0.0000,167449724745687480205726013393059895597598416830464.0000,CP,30.0000,1,142.6800,0.3000,0.0000,0.0000,142.9800,11.6256,1196.4753,19.9309
145,50300599967833017015612009715660361293227154735104.0000,50300599967833017015612009715660361293227154735104.0000,8.0000,111.8461,13.9808,-411232908225935031195734583452031333202059876892672.0000,FB,30.0000,1,143.8800,0.3000,111.3461,0.3000,32.5339,11.6896,1208.3952,20.2402
146,-122137202741600499310002629432045571917596034334720.0000,-122137202741600499310002629432045571917596034334720.0000,0.0000,0.0000,0.0000,998248575447370998103512810588528039543318295609344.0000,CP,30.0000,1,144.2800,0.3000,0.0000,0.0000,144.5800,11.7109,1212.3804,20.3440
147,293118589290022634919743085429536226728677444943872.0000,293118589290022634919743085429536226728677444943872.0000,8.0000,111.8461,13.9808,-2395650950988909189715285378517942058192970161586176.0000,FB,30.0000,1,143.8800,0.3000,111.3461,0.3000,32.5339,11.6896,1208.3952,20.2402
148,-695107948299264119377721169405241606212228172742656.0000,-695107948299264119377721169405241606212228172742656.0000,0.0000,0.0000,0.0000,5682410579961761605828271437891593683780461591003136.0000,CP,30.0000,1,142.6800,0.3000,0.0000,0.0000,142.9800,11.6256,1196.4753,19.9309
149,1626859210803648144380517645559186709395389240311808.0000,1626859210803648144380517645559186709395389240311808.0000,8.0000,110.2744,13.7843,-13305087578890185811142859864852411946939537390829568.0000,FB,30.0000,1,140.8000,0.3000,109.7744,0.3000,31.0256,11.5253,1177.9086,19.4523
150,-3711040812987913471611237079644612403584520066957312.0000,-3711040812987913471611237079644612403584520066957312.0000,0.0000,0.0000,0.0000,30323122684835474763155070787342328099142456588632064.0000,CP,30.0000,1,138.3200,3.3000,0.0000,0.0000,141.6200,11.5531,1183.0309,19.5839
151,8416522709676377392029092944847373763185328313597952.0000,8416522709676377392029092944847373763185328313597952.0000,8.0000,109.0701,13.6338,-68873079132913677886808066731416500154663416256004096.0000,FB,30.0000,1,135.4400,3.3000,105.5701,3.3000,29.8699,11.3995,1154.7879,18.8623
152,-18910122311705003749209078836446113495511650634039296.0000,-18910122311705003749209078836446113495511650634039296.0000,0.0000,0.0000,0.0000,155089079831372147413806419705068549284667113628237824.0000,CP,30.0000,1,132.3200,0.3000,0.0000,0.0000,132.6200,11.0731,1095.8006,17.3863
153,40883604544059960988060573430603132526553728787939328.0000,40883604544059960988060573430603132526553728787939328.0000,8.0000,104.3754,13.0469,-335312260481797523686148603999707211474873885690691584.0000,FB,30.0000,1,129.2400,0.3000,103.8754,0.3000,25.3646,10.9088,1066.6451,16.6726
154,-85448546938973421929252092339025307342526437652430848.0000,-85448546938973421929252092339025307342526437652430848.0000,0.0000,0.0000,0.0000,701415295464945420316971323556817564811872980393000960.0000,CP,30.0000,1,126.3600,0.3000,0.0000,0.0000,126.6600,10.7552,1039.7054,16.0227
155,171010689151403893673904807695818258551243197619634176.0000,171010689151403893673904807695818258551243197619634176.0000,8.0000,101.6402,12.7050,-1404353657581051691657128470884325209880987285875326976.0000,FB,30.0000,1,123.8800,0.3000,101.1402,0.3000,22.7398,10.6229,1016.7576,15.4764
156,-321924036906358661729879660278255389068653210451836928.0000,-321924036906358661729879660278255389068653210451836928.0000,0.0000,0.0000,0.0000,2644183598696300376106625651094971498542954594135179264.0000,CP,30.0000,1,121.9600,0.3000,0.0000,0.0000,122.2600,10.5205,999.1511,15.0618
157,551096816885335494631560202052098812018291080597340160.0000,551096816885335494631560202052098812018291080597340160.0000,8.0000,100.0481,12.5060,-4524955443181714369751363139940459402430487325556342784.0000,FB,30.0000,1,120.7600,0.3000,99.5481,0.3000,21.2119,10.4565,988.2177,14.8063
158,-788921806857237768481974474088043217161152654655619072.0000,-788921806857237768481974474088043217161152654655619072.0000,0.0000,0.0000,0.0000,6469222493193426542268519302703518992088668810990583808.0000,CP,30.0000,1,120.3600,0.3000,0.0000,0.0000,120.6600,10.4352,984.5853,14.7218
159,656497478566217119088684940631548355815881262980136960.0000,656497478566217119088684940631548355815881262980136960.0000,8.0000,100.0685,12.5086,-5351097973193475053900667790000781378904088631402561536.0000,FB,30.0000,1,120.8000,0.3000,99.5685,0.3000,21.2315,10.4587,988.5813,14.8148
160,1183151505994394355520646965676832799558045598362894336.0000,1183151505994394355520646965676832799558045598362894336.0000,8.0000,100.6809,12.5851,-9829153097928439548570554033961293403984928093249732608.0000,FB,30.0000,1,122.0000,0.3000,100.1809,0.3000,21.8191,10.5227,999.5164,15.0703
161,-8764857034296002147153229313010966812095942344403058688.0000,-8764857034296002147153229313010966812095942344403058688.0000,0.0000,0.0000,0.0000,72201210607964237052139963430386078710734993272537612288.0000,CP,30.0000,1,123.9200,0.3000,0.0000,0.0000,124.2200,10.6251,1017.1259,15.4851
162,33298718047708842256873377760822053964934775788972015616.0000,33298718047708842256873377760822053964934775788972015616.0000,8.0000,102.9262,12.8658,-273646293661691580840049606059457270955477864187590344704.0000,FB,30.0000,1,126.4000,0.3000,102.4262,0.3000,23.9738,10.7573,1040.0774,16.0316
163,-102846788873900950246416078596050501237255505870468415488.0000,-102846788873900950246416078596050501237255505870468415488.0000,0.0000,0.0000,0.0000,842516354507915810593884454248344318240987700580673650688.0000,CP,30.0000,1,129.2800,3.3000,0.0000,0.0000,132.5800,11.0709,1095.4197,17.3769
164,292547908370999569895120708020362665953117279913594847232.0000,292547908370999569895120708020362665953117279913594847232.0000,8.0000,107.5188,13.4399,-2394705999397890264838215611622943630577292495336035581952.0000,FB,30.0000,1,132.4000,3.3000,104.0188,3.3000,28.3812,11.2373,1125.3119,18.1194
165,-796838665092512963442098094116315639689405190504909373440.0000,-796838665092512963442098094116315639689405190504909373440.0000,0.0000,0.0000,0.0000,6523963950205383671395562791760682519945017524966979010560.0000,CP,30.0000,1,135.5200,0.3000,0.0000,0.0000,135.8200,11.2437,1126.4688,18.1483
166,2062986214604516978085853514546796001233173377559857987584.0000,2062986214604516978085853514546796001233173377559857987584.0000,8.0000,109.0701,13.6338,-16862436734615359865245338321769967999756610773209982173184.0000,FB,30.0000,1,138.4400,0.3000,108.5701,0.3000,29.8699,11.3995,1154.7879,18.8623
167,-5191065791099932278649130725092614197974768828377706004480.0000,-5191065791099932278649130725092614197974768828377706004480.0000,0.0000,0.0000,0.0000,42402702501222290196061096637300930111624172339894006317056.0000,CP,30.0000,1,140.9200,0.3000,0.0000,0.0000,141.2200,11.5317,1179.0898,19.4827
168,12791399846880672029497048689760095882836231206072196530176.0000,12791399846880672029497048689760095882836231206072196530176.0000,8.0000,111.3154,13.9144,-104423003232752620931209518811141513500442946128355606396928.0000,FB,30.0000,1,142.8400,0.3000,110.8154,0.3000,32.0246,11.6341,1198.0615,19.9719
169,-30997935216269004169384414563741923337291543717746558631936.0000,-30997935216269004169384414563741923337291543717746558631936.0000,0.0000,0.0000,0.0000,252980277263382663522162441226270696574224753219012359356416.0000,CP,30.0000,1,144.0400,0.3000,0.0000,0.0000,144.3400,11.6981,1209.9886,20.2817
170,74087479859289720737169596820176478490700203810728309686272.0000,74087479859289720737169596820176478490700203810728309686272.0000,8.0000,112.1319,14.0165,-604614609153504612431419214482332086377698428040818527830016.0000,FB,30.0000,1,144.4400,0.3000,111.6319,0.3000,32.8081,11.7195,1213.9762,20.3857
171,-174914925473821263495476809620324833813863910808490971496448.0000,-174914925473821263495476809620324833813863910808490971496448.0000,0.0000,0.0000,0.0000,1427731828215335380182442921749110653155083009898543795142656.0000,CP,30.0000,1,144.0400,0.3000,0.0000,0.0000,144.3400,11.6981,1209.9886,20.2817
172,408293868740423136922540750657093932311822723597717846622208.0000,408293868740423136922540750657093932311822723597717846622208.0000,8.0000,111.3154,13.9144,-3334128366186704954535306203961288836724871621380994280456192.0000,FB,30.0000,1,142.8400,0.3000,110.8154,0.3000,32.0246,11.6341,1198.0615,19.9719
173,-942192389391105710818327833206378920501940444175991610277888.0000,-942192389391105710818327833206378920501940444175991610277888.0000,0.0000,0.0000,0.0000,7698753846177391746517936831530545303684656654104527997239296.0000,CP,30.0000,1,140.9600,0.3000,0.0000,0.0000,141.2600,11.5339,1179.4836,19.4928
174,2125402028592732860183278955529519606581055800241171642449920.0000,2125402028592732860183278955529519606581055800241171642449920.0000,8.0000,110.6214,13.8277,-17354465703485844456579241525978057620449991845405090948055040.0000,FB,30.0000,1,138.4800,3.3000,107.1214,3.3000,31.3586,11.5616,1184.6090,19.6246
175,-4786791843188267631166108389500750903391715548789252407951360.0000,-4786791843188267631166108389500750903391715548789252407951360.0000,0.0000,0.0000,0.0000,39150076943032609133670974127600335543314043518550057825599488.0000,CP,30.0000,1,135.6000,3.3000,0.0000,0.0000,138.9000,11.4080,1156.3489,18.9019
176,10743911125376378245991122148391656778580170664971957679685632.0000,10743911125376378245991122148391656778580170664971957679685632.0000,8.0000,106.0287,13.2536,-88083677757521605186468086210673207468638887342577406353342464.0000,FB,30.0000,1,132.4800,0.3000,105.5287,0.3000,26.9513,11.0816,1097.3249,17.4239
177,-23404435540100162274381418500519005419880940463026307896180736.0000,-23404435540100162274381418500519005419880940463026307896180736.0000,0.0000,0.0000,0.0000,191923297382680391421690632065820422661905648777814772539195392.0000,CP,30.0000,1,129.4000,0.3000,0.0000,0.0000,129.7000,10.9173,1068.1509,16.7092
178,49908601573817891677138833984684310964267577931781946390609920.0000,49908601573817891677138833984684310964267577931781946390609920.0000,8.0000,102.9670,12.8709,-409709343310968558355350094101198551026195247768429674520117248.0000,FB,30.0000,1,126.4800,0.3000,102.4670,0.3000,24.0130,10.7616,1040.8216,16.0494
179,-103804772326855756765381062809646496440617923806038609237114880.0000,-103804772326855756765381062809646496440617923806038609237114880.0000,0.0000,0.0000,0.0000,852724747877325044359936930349525454532633520515816996261068800.0000,CP,30.0000,1,124.0000,0.3000,0.0000,0.0000,124.3000,10.6293,1017.8627,15.5025
180,209254735055758703723425605649604859647814221643612829025042432.0000,209254735055758703723425605649604859647814221643612829025042432.0000,8.0000,100.7421,12.5928,-1719871155622275684492980732715221435900128465719900763590754304.0000,FB,30.0000,1,122.1200,0.3000,100.2421,0.3000,21.8779,10.5291,1000.6129,15.0960
181,-405358503143557047626138245178584032211433958095316557116735488.0000,-405358503143557047626138245178584032211433958095316557116735488.0000,0.0000,0.0000,0.0000,3332465047524643989267469743644048612131607722316541628168273920.0000,CP,30.0000,1,120.9200,0.3000,0.0000,0.0000,121.2200,10.4651,989.6723,14.8402
182,743687787873125495027520014874589645331322571914180948565950464.0000,743687787873125495027520014874589645331322571914180948565950464.0000,8.0000,99.9256,12.4907,-6113510219037165414027071581832937060481862616107997311147180032.0000,FB,30.0000,1,120.5200,0.3000,99.4256,0.3000,21.0944,10.4437,986.0376,14.7556
183,-1257699989144574234989850744399913651445321143962578528094912512.0000,-1257699989144574234989850744399913651445321143962578528094912512.0000,0.0000,0.0000,0.0000,10335250344062495442782524765451549386426140910891276358633127936.0000,CP,30.0000,1,120.9200,0.3000,0.0000,0.0000,121.2200,10.4651,989.6723,14.8402
184,1838352169204625387409736765410778623945099436063074993819353088.0000,1838352169204625387409736765410778623945099436063074993819353088.0000,8.0000,100.7421,12.5928,-15096666472323032184346674030764520111010064771783684868383178752.0000,FB,30.0000,1,122.1200,0.3000,100.2421,0.3000,21.8779,10.5291,1000.6129,15.0960
185,-1838654726970875073438495268735863105651956481533157173176041472.0000,-1838654726970875073438495268735863105651956481533157173176041472.0000,0.0000,0.0000,0.0000,15083689431748294379102597723977139223249696088793598969004425216.0000,CP,30.0000,1,124.0400,0.3000,0.0000,0.0000,124.3400,10.6315,1018.2311,15.5112
186,-1063407530673202645206420631666149260288175770275564428841713664.0000,-1063407530673202645206420631666149260288175770275564428841713664.0000,0.0000,0.0000,0.0000,8728644416893940327169119577562594623686618715690877605304598528.0000,CP,30.0000,1,126.5600,0.3000,0.0000,0.0000,126.8600,10.7659,1041.5661,16.0673
187,13663103684984343567592870388762255633628837737029110634893017088.0000,13663103684984343567592870388762255633628837737029110634893017088.0000,8.0000,106.0083,13.2510,-111776894398194297842766700413738710976220728033180529269315469312.0000,FB,30.0000,1,129.4400,3.3000,102.5083,3.3000,26.9317,11.0795,1096.9437,17.4145
188,-55524346457263379724076645647643543492000487768499456067590160384.0000,-55524346457263379724076645647643543492000487768499456067590160384.0000,0.0000,0.0000,0.0000,453838030218168964660150574174618350284592913610651486885920112640.0000,CP,30.0000,1,132.5600,3.3000,0.0000,0.0000,135.8600,11.2459,1126.8546,18.1580
189,181701670706962907170514297608597927216494507315758128733311991808.0000,181701670706962907170514297608597927216494507315758128733311991808.0000,8.0000,107.6617,13.4577,-1485730159746197280467578785823130317106163329192446129439384797184.0000,FB,30.0000,1,135.6800,0.3000,107.1617,0.3000,28.5183,11.2523,1128.0123,18.1870
190,-529252129181668130442668644367365412892748165265611012645098356736.0000,-529252129181668130442668644367365412892748165265611012645098356736.0000,0.0000,0.0000,0.0000,4321381937157319545753706756398506055413444336422016393480455061504.0000,CP,30.0000,1,138.5600,0.3000,0.0000,0.0000,138.8600,11.4059,1155.9586,18.8920
191,1451746462102888135220172968732454653763088504456929398725546082304.0000,1451746462102888135220172968732454653763088504456929398725546082304.0000,8.0000,110.3969,13.7996,-11846421821628455834296619948703478864706196262434699604754526371840.0000,FB,30.0000,1,141.0400,0.3000,109.8969,0.3000,31.1431,11.5381,1180.2715,19.5130
192,-3834723258561192695262280438321113685654084288363436912722613108736.0000,-3834723258561192695262280438321113685654084288363436912722613108736.0000,0.0000,0.0000,0.0000,31275459834711239797908137371980851544307614717806857877927730610176.0000,CP,30.0000,1,142.9600,0.3000,0.0000,0.0000,143.2600,11.6405,1199.2518,20.0028
193,9869519417584274105519466656670394194214270455709230822058641850368.0000,9869519417584274105519466656670394194214270455709230822058641850368.0000,8.0000,111.9890,13.9986,-80474701451606403057342963681720002987681963897078116688211533103104.0000,FB,30.0000,1,144.1600,0.3000,111.4890,0.3000,32.6710,11.7045,1211.1842,20.3129
194,-24922252390908566297832724265040756671181373557508233469376000425984.0000,-24922252390908566297832724265040756671181373557508233469376000425984.0000,0.0000,0.0000,0.0000,203206059220138208899999745938956422114503831017627957000916109885440.0000,CP,30.0000,1,144.6000,0.3000,0.0000,0.0000,144.9000,11.7280,1215.5729,20.4273
195,62027232327284314988309184558009457277788297931247934269348294688768.0000,62027232327284314988309184558009457277788297931247934269348294688768.0000,8.0000,112.0094,14.0012,-505859724656868131062979417945973377486461331670733639317704392310784.0000,FB,30.0000,1,144.2000,0.3000,111.5094,0.3000,32.6906,11.7067,1211.5829,20.3233
196,-152555888431352694451554565039846092123405628189737340816611415687168.0000,-152555888431352694451554565039846092123405628189737340816611415687168.0000,0.0000,0.0000,0.0000,1244715643522734592295701116701695299797396635544700100012388263133184.0000,CP,30.0000,1,143.0000,0.3000,0.0000,0.0000,143.3000,11.6427,1199.6487,20.0131
197,371348615087645407623105425759397019238922588790254558926995212730368.0000,371348615087645407623105425759397019238922588790254558926995212730368.0000,8.0000,110.4173,13.8022,-3031825459309073710717196350780759471329694689546554548646017681588224.0000,FB,30.0000,1,141.0800,0.3000,109.9173,0.3000,31.1627,11.5403,1180.6655,19.5231
198,-884910933751359694017348774879092546766134185212516447981633001226240.0000,-884910933751359694017348774879092546766134185212516447981633001226240.0000,0.0000,0.0000,0.0000,7219684681129107806086069176429935105959313590632487906624365188349952.0000,CP,30.0000,1,138.6000,3.3000,0.0000,0.0000,141.9000,11.5680,1185.7932,19.6550
